SYMBOL,DATE,PRICE,SIZE
GOOG,20130211 14:00:00,778.97,224750
GOOG,20130211 15:00:00,782.03,440325
GOOG,20130212 9:00:00,784.57,437126
GOOG,20130212 10:00:00,785.60,341706
GOOG,20130212 11:00:00,784.96,176131
GOOG,20130212 12:00:00,785.22,163232
GOOG,20130212 13:00:00,782.76,212162
GOOG,20130212 14:00:00,780.77,177451
GOOG,20130212 15:00:00,781.09,256102
GOOG,20130213 9:00:00,781.78,314841
GOOG,20130213 10:00:00,784.09,255733
GOOG,20130213 11:00:00,781.48,157851
GOOG,20130213 12:00:00,782.06,115188
GOOG,20130213 13:00:00,782.96,64004
GOOG,20130213 14:00:00,781.73,115330
GOOG,20130213 15:00:00,781.93,153773
GOOG,20130214 9:00:00,780.57,281444
GOOG,20130214 10:00:00,783.39,299936
GOOG,20130214 11:00:00,783.30,111177
GOOG,20130214 12:00:00,784.33,109112
GOOG,20130214 13:00:00,784.84,110345
GOOG,20130214 14:00:00,786.01,198115
GOOG,20130214 15:00:00,787.56,349574
GOOG,20130215 9:00:00,789.99,880365
GOOG,20130215 10:00:00,790.23,368195
GOOG,20130215 11:00:00,790.94,267981
GOOG,20130215 12:00:00,789.97,199435
GOOG,20130215 13:00:00,790.99,157788
GOOG,20130215 14:00:00,790.08,298782
GOOG,20130215 15:00:00,791.81,673090
GOOG,20130219 9:00:00,799.45,807606
GOOG,20130219 10:00:00,802.03,582031
GOOG,20130219 11:00:00,802.30,300448
GOOG,20130219 12:00:00,802.19,176181
GOOG,20130219 13:00:00,801.88,159514
GOOG,20130219 14:00:00,803.62,290136
GOOG,20130219 15:00:00,806.00,546678
GOOG,20130220 9:00:00,806.05,406085
GOOG,20130220 10:00:00,804.11,288587
GOOG,20130220 11:00:00,800.57,512025
GOOG,20130220 12:00:00,798.97,268035
GOOG,20130220 13:00:00,797.73,223785
GOOG,20130220 14:00:00,796.46,357336
GOOG,20130220 15:00:00,793.15,609497
GOOG,20130221 9:00:00,801.43,815440
GOOG,20130221 10:00:00,799.74,666033
GOOG,20130221 11:00:00,796.65,387707
GOOG,20130221 12:00:00,794.21,469977
GOOG,20130221 13:00:00,795.33,216897
GOOG,20130221 14:00:00,793.69,340344
GOOG,20130221 15:00:00,795.53,466387
GOOG,20130222 9:00:00,797.98,465596
GOOG,20130222 10:00:00,796.63,289630
GOOG,20130222 11:00:00,795.41,269551
GOOG,20130222 12:00:00,798.10,201732
GOOG,20130222 13:00:00,798.45,102401
GOOG,20130222 14:00:00,797.58,110952
GOOG,20130222 15:00:00,799.35,465984
GOOG,20130225 9:00:00,805.84,508836
GOOG,20130225 10:00:00,804.64,343441
GOOG,20130225 11:00:00,803.39,303408
GOOG,20130225 12:00:00,802.31,162683
GOOG,20130225 13:00:00,801.56,194446
