SYMBOL,DATE,PRICE,SIZE
MSFT,20130404 14:00:00,28.46,2289719
MSFT,20130404 15:00:00,28.51,6630637
MSFT,20130405 9:00:00,28.20,7399797
MSFT,20130405 10:00:00,28.30,8493527
MSFT,20130405 11:00:00,28.34,4624685
MSFT,20130405 12:00:00,28.35,5906761
MSFT,20130405 13:00:00,28.39,3808536
MSFT,20130405 14:00:00,28.48,5728056
MSFT,20130405 15:00:00,28.62,10909876
MSFT,20130408 9:00:00,28.63,4099048
MSFT,20130408 10:00:00,28.58,4643859
MSFT,20130408 11:00:00,28.51,4263686
MSFT,20130408 12:00:00,28.51,2693913
MSFT,20130408 13:00:00,28.50,2917076
MSFT,20130408 14:00:00,28.51,4788660
MSFT,20130408 15:00:00,28.51,9641392
MSFT,20130409 9:00:00,28.79,4813603
MSFT,20130409 10:00:00,29.01,11780667
MSFT,20130409 11:00:00,29.11,7959231
MSFT,20130409 12:00:00,29.34,7956904
MSFT,20130409 13:00:00,29.63,17118938
MSFT,20130409 14:00:00,29.60,9605472
MSFT,20130409 15:00:00,29.68,14587273
MSFT,20130410 9:00:00,29.79,8446387
MSFT,20130410 10:00:00,30.11,17590846
MSFT,20130410 11:00:00,30.23,13284778
MSFT,20130410 12:00:00,30.21,4999967
MSFT,20130410 13:00:00,30.20,4643854
MSFT,20130410 14:00:00,30.20,7034063
MSFT,20130410 15:00:00,30.16,12074041
MSFT,20130411 9:00:00,28.94,32017976
MSFT,20130411 10:00:00,28.88,21724994
MSFT,20130411 11:00:00,28.79,13296827
MSFT,20130411 12:00:00,28.77,13885194
MSFT,20130411 13:00:00,28.79,10695554
MSFT,20130411 14:00:00,28.77,11163709
MSFT,20130411 15:00:00,28.80,20703513
MSFT,20130412 9:00:00,28.87,11512752
MSFT,20130412 10:00:00,28.85,18252819
MSFT,20130412 11:00:00,28.80,5561588
MSFT,20130412 12:00:00,28.81,3422026
MSFT,20130412 13:00:00,28.80,3051422
MSFT,20130412 14:00:00,28.76,4102642
MSFT,20130412 15:00:00,28.77,13883866
MSFT,20130415 9:00:00,28.61,8756031
MSFT,20130415 10:00:00,28.83,7854611
MSFT,20130415 11:00:00,28.90,4261232
MSFT,20130415 12:00:00,28.83,6322761
MSFT,20130415 13:00:00,28.86,3915709
MSFT,20130415 14:00:00,28.82,6942443
MSFT,20130415 15:00:00,28.69,16047493
MSFT,20130416 9:00:00,28.88,8236228
MSFT,20130416 10:00:00,28.91,9828788
MSFT,20130416 11:00:00,28.93,7630715
MSFT,20130416 12:00:00,28.97,4297485
MSFT,20130416 13:00:00,29.03,3276433
MSFT,20130416 14:00:00,28.95,5139061
MSFT,20130416 15:00:00,28.90,10436642
MSFT,20130417 9:00:00,28.87,7287256
MSFT,20130417 10:00:00,28.82,9050063
MSFT,20130417 11:00:00,28.80,5518614
MSFT,20130417 12:00:00,28.68,5790818
MSFT,20130417 13:00:00,28.84,8466856
MSFT,20130417 14:00:00,28.86,6606475
MSFT,20130417 15:00:00,28.84,8562048
MSFT,20130418 9:00:00,28.83,4883607
MSFT,20130418 10:00:00,28.62,10886429
MSFT,20130418 11:00:00,28.76,7110950
MSFT,20130418 12:00:00,28.77,4225807
MSFT,20130418 13:00:00,28.83,4794387
MSFT,20130418 14:00:00,28.75,5977300
MSFT,20130418 15:00:00,28.74,13059391
MSFT,20130419 9:00:00,29.97,41609387
MSFT,20130419 10:00:00,29.86,16738511
MSFT,20130419 11:00:00,29.79,8576402
MSFT,20130419 12:00:00,29.72,8798910
MSFT,20130419 13:00:00,29.68,4908926
MSFT,20130419 14:00:00,29.74,5687461
MSFT,20130419 15:00:00,29.76,12786309
MSFT,20130422 9:00:00,30.87,37035666
MSFT,20130422 10:00:00,30.97,20819573
MSFT,20130422 11:00:00,30.79,10420304
MSFT,20130422 12:00:00,30.90,12942134
MSFT,20130422 13:00:00,30.97,11636473
MSFT,20130422 14:00:00,30.98,13615821
MSFT,20130422 15:00:00,30.92,22727942
MSFT,20130423 9:00:00,30.73,8988236
MSFT,20130423 10:00:00,30.79,8221789
MSFT,20130423 11:00:00,30.78,7332944
MSFT,20130423 12:00:00,30.79,6424103
MSFT,20130423 13:00:00,30.68,9014266
MSFT,20130423 14:00:00,30.69,6164353
MSFT,20130423 15:00:00,30.64,11191225
MSFT,20130424 9:00:00,30.78,6487738
MSFT,20130424 10:00:00,30.93,12757685
MSFT,20130424 11:00:00,31.06,8528125
MSFT,20130424 12:00:00,31.12,9419034
MSFT,20130424 13:00:00,31.37,18778277
MSFT,20130424 14:00:00,31.66,10003120
MSFT,20130424 15:00:00,31.80,20231547
MSFT,20130425 9:00:00,32.21,18923318
MSFT,20130425 10:00:00,32.58,30571894
MSFT,20130425 11:00:00,32.54,12403116
MSFT,20130425 12:00:00,32.18,10425999
MSFT,20130425 13:00:00,32.14,10051253
MSFT,20130425 14:00:00,31.98,9510035
MSFT,20130425 15:00:00,31.89,14565401
MSFT,20130426 9:00:00,31.78,6036647
MSFT,20130426 10:00:00,31.54,11958687
MSFT,20130426 11:00:00,31.61,4793993
MSFT,20130426 12:00:00,31.62,3657596
MSFT,20130426 13:00:00,31.80,3342368
MSFT,20130426 14:00:00,31.87,3812128
MSFT,20130426 15:00:00,31.88,7241244
MSFT,20130429 9:00:00,32.15,8868207
MSFT,20130429 10:00:00,32.46,13493699
MSFT,20130429 11:00:00,32.45,6341752
MSFT,20130429 12:00:00,32.48,4420394
MSFT,20130429 13:00:00,32.49,5280263
MSFT,20130429 14:00:00,32.63,6097184
MSFT,20130429 15:00:00,32.58,12960321
MSFT,20130430 9:00:00,32.49,11806618
MSFT,20130430 10:00:00,32.70,11406615
MSFT,20130430 11:00:00,32.85,5661009
MSFT,20130430 12:00:00,32.82,4352889
MSFT,20130430 13:00:00,32.89,4861533
MSFT,20130430 14:00:00,32.92,12951036
MSFT,20130430 15:00:00,32.94,18356284
MSFT,20130501 9:00:00,32.81,11618147
MSFT,20130501 10:00:00,32.71,10535717
MSFT,20130501 11:00:00,32.77,5695718
MSFT,20130501 12:00:00,32.87,4275059
MSFT,20130501 13:00:00,32.76,4084170
MSFT,20130501 14:00:00,32.83,6241268
MSFT,20130501 15:00:00,32.69,10583095
MSFT,20130502 9:00:00,32.60,6564796
MSFT,20130502 10:00:00,32.64,5740111
MSFT,20130502 11:00:00,32.68,4807984
MSFT,20130502 12:00:00,32.77,5468136
MSFT,20130502 13:00:00,33.01,5956401
MSFT,20130502 14:00:00,33.08,5766895
MSFT,20130502 15:00:00,33.06,10722391
MSFT,20130503 9:00:00,33.28,7630465
MSFT,20130503 10:00:00,33.41,9035282
MSFT,20130503 11:00:00,33.43,5957549
MSFT,20130503 12:00:00,33.39,3974731
MSFT,20130503 13:00:00,33.40,4293779
MSFT,20130503 14:00:00,33.38,4975436
MSFT,20130503 15:00:00,33.43,8894902
MSFT,20130506 9:00:00,33.34,5152228
MSFT,20130506 10:00:00,33.38,3851692
MSFT,20130506 11:00:00,33.42,3117958
MSFT,20130506 12:00:00,33.64,10572881
MSFT,20130506 13:00:00,33.81,5750518
MSFT,20130506 14:00:00,33.82,5050258
MSFT,20130506 15:00:00,33.71,7468769
MSFT,20130507 9:00:00,33.66,6402387
MSFT,20130507 10:00:00,33.53,8330161
MSFT,20130507 11:00:00,33.39,5389122
